,Price,Address,Prop_type,Size,Bath,Bed
196, 195 000 € ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Condo/Apartment,  107 m2 ,  2 ,  3 
197, 238 000 € ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  104 m2 ,  2 ,  3 
198, 215 000 € ," Lisboa -   Lisboa, Marvila  ",Condo/Apartment,  85 m2 ,  1 ,  3 
199, 175 000 € ," Lisboa -   Sintra, Agualva e Mira-Sintra  ",Condo/Apartment,  110 m2 ,  2 ,  3 
200, 229 900 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  91 m2 ,  1 ,  2 
201, 189 900 € ," Lisboa -   Odivelas, Póvoa de Santo Adrião e Olival Basto  ",Condo/Apartment,  65 m2 ,  1 ,  2 
202, 239 000 € ," Lisboa -   Loures, Loures  ",Condo/Apartment,  83 m2 ,  1 ,  2 
203, 107 500 € ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Condo/Apartment,  51 m2 ,  1 ,  1 
204, 229 900 € ," Lisboa -   Vila Franca de Xira, Castanheira do Ribatejo e Cachoeiras  ",Condo/Apartment,  115 m2 ,  2 ,  3 
205, 130 000 € ," Lisboa -   Alenquer, Carregado e Cadafais  ",Condo/Apartment,  79 m2 ,  1 ,  2 
206, 189 000 € ," Lisboa -   Amadora, Venteira  ",Condo/Apartment,  84 m2 ,  1 ,  2 
207, 135 000 € ," Lisboa -   Amadora, Mina de Água  ",Condo/Apartment,  78 m2 ,  1 ,  2 
208, 210 000 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  140 m2 ,  2 ,  3 
209, 125 000 € ," Lisboa -   Amadora, Venteira  ",Condo/Apartment,  52 m2 ,  1 ,  1 
210, 169 000 € ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Condo/Apartment,  62 m2 ,  1 ,  1 
211, 245 000 € ," Lisboa -   Sintra, Queluz e Belas  ",Condo/Apartment,  95 m2 ,  2 ,  3 
212, 195 000 € ," Lisboa -   Odivelas, Odivelas  ",Condo/Apartment,  79 m2 ,  1 ,  3 
213, 149 900 € ," Lisboa -   Sintra, Algueirão-Mem Martins  ",Condo/Apartment,  80 m2 ,  1 ,  2 
214, 158 000 € ," Lisboa -   Lisboa, Marvila  ",Condo/Apartment,  60 m2 ,  1 ,  2 
215, 220 000 € ," Lisboa -   Lisboa, Marvila  ",Condo/Apartment,  101 m2 ,  2 ,  4 
216, 184 000 € ," Lisboa -   Sintra, Massamá e Monte Abraão  ",Condo/Apartment,  87 m2 ,  2 ,  2 
